29Z-47854#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Đại Hưng (Huyện Mỹ Đức- Thành phố Hà Nội),Xã Lê Hồ (Huyện Kim Bảng- Tỉnh Hà Nam),Xã Yên Nam (Thị xã Duy Tiên- Tỉnh Hà Nam),Xã Bắc Lý (Huyện Lý Nhân- Tỉnh Hà Nam),Xã An Ninh (Huyện Bình Lục- Tỉnh Hà Nam),Xã An Đổ (Huyện Bình Lục- Tỉnh Hà Nam),Xã Thanh Hải (Huyện Thanh Liêm- Tỉnh Hà Nam),Xã Ninh Mỹ (Huyện Hoa Lư- Tỉnh Ninh Bình),Xã Sơn Thành (Huyện Nho Quan- Tỉnh Ninh Bình),Xã Thành Công (Huyện Thạch Thành- Tỉnh Thanh Hóa),Xã Vĩnh Phúc (Huyện Vĩnh Lộc- Tỉnh Thanh Hóa),Xã Định Bình (Huyện Yên Định- Tỉnh Thanh Hóa),Xã Thiệu Toán (Huyện Thiệu Hóa- Tỉnh Thanh Hóa),Xã Xuân Thọ (Huyện Triệu Sơn- Tỉnh Thanh Hóa),Xã Xuân Khang (Huyện Như Thanh- Tỉnh Thanh Hóa),Xã Xuân Bình (Huyện Như Xuân- Tỉnh Thanh Hóa),Xã Nghĩa Thuận (Thị xã Thái Hoà- Tỉnh Nghệ An),126000,4giờ10phút
29O-15470#Thành phố Hà Nội:Tỉnh Nghệ An#,Phường Hàng Đào (Quận Hoàn Kiếm- Thành phố Hà Nội),Phường Đống Mác (Quận Hai Bà Trưng- Thành phố Hà Nội),Xã Yên Mỹ (Huyện Thanh Trì- Thành phố Hà Nội),Xã Nguyễn Trãi (Huyện Thường Tín- Thành phố Hà Nội),Xã Trầm Lộng (Huyện Ứng Hòa- Thành phố Hà Nội),Xã Thanh Sơn (Huyện Kim Bảng- Tỉnh Hà Nam),Xã Yên Thắng (Huyện Yên Mô- Tỉnh Ninh Bình),Xã Phú Lộc (Huyện Nho Quan- Tỉnh Ninh Bình),Xã Vĩnh Long (Huyện Vĩnh Lộc- Tỉnh Thanh Hóa),Xã Minh Sơn (Huyện Ngọc Lặc- Tỉnh Thanh Hóa),Xã Xuân Cao (Huyện Thường Xuân- Tỉnh Thanh Hóa),Xã Xuân Hòa (Huyện Như Xuân- Tỉnh Thanh Hóa),Xã Đông Hiếu (Thị xã Thái Hoà- Tỉnh Nghệ An),Xã Xuân Thành (Huyện Yên Thành- Tỉnh Nghệ An),Xã Thượng Sơn (Huyện Đô Lương- Tỉnh Nghệ An),Xã Nghi Diên (Huyện Nghi Lộc- Tỉnh Nghệ An),Phường Trường Thi (Thành phố Vinh- Tỉnh Nghệ An),195000,6giờ58phút
29A-11933#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Đông Quang (Huyện Ba Vì- Thành phố Hà Nội),Xã Tân Xã (Huyện Thạch Thất- Thành phố Hà Nội),Xã Thụy Hương (Huyện Chương Mỹ- Thành phố Hà Nội),Xã Trung Tú (Huyện Ứng Hòa- Thành phố Hà Nội),Xã Tiên Sơn (Thị xã Duy Tiên- Tỉnh Hà Nam),Phường Lê Hồng Phong (Thành phố Phủ Lý- Tỉnh Hà Nam),Phường Ninh Khánh (Thành phố Ninh Bình- Tỉnh Ninh Bình),Xã Khánh Dương (Huyện Yên Mô- Tỉnh Ninh Bình),Xã Nga Hải (Huyện Nga Sơn- Tỉnh Thanh Hóa),Phường Đông Sơn (Thị xã Bỉm Sơn- Tỉnh Thanh Hóa),Xã Thành Tiến (Huyện Thạch Thành- Tỉnh Thanh Hóa),Xã Xuân Phong (Huyện Thọ Xuân- Tỉnh Thanh Hóa),Xã Tân Bình (Huyện Như Xuân- Tỉnh Thanh Hóa),Xã Nghĩa Mỹ (Thị xã Thái Hoà- Tỉnh Nghệ An),Xã Nam Thành (Huyện Yên Thành- Tỉnh Nghệ An),Xã Nghi Công Nam (Huyện Nghi Lộc- Tỉnh Nghệ An),Phường Hưng Dũng (Thành phố Vinh- Tỉnh Nghệ An),225000,7giờ33phút
29X-26102#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Minh Cường (Huyện Thường Tín- Thành phố Hà Nội),Xã Minh Tân (Huyện Phú Xuyên- Thành phố Hà Nội),Thị trấn Vĩnh Trụ (Huyện Lý Nhân- Tỉnh Hà Nam),Xã Trung Lương (Huyện Bình Lục- Tỉnh Hà Nam),Xã Thanh Hải (Huyện Thanh Liêm- Tỉnh Hà Nam),Phường Phúc Thành (Thành phố Ninh Bình- Tỉnh Ninh Bình),Xã Khánh Cư (Huyện Yên Khánh- Tỉnh Ninh Bình),Xã Hồi Ninh (Huyện Kim Sơn- Tỉnh Ninh Bình),Xã Tân Thành (Huyện Kim Sơn- Tỉnh Ninh Bình),Xã Nga Hải (Huyện Nga Sơn- Tỉnh Thanh Hóa),Xã Hà Lai (Huyện Hà Trung- Tỉnh Thanh Hóa),Xã Thành Thọ (Huyện Thạch Thành- Tỉnh Thanh Hóa),Thị trấn Quý Lộc (Huyện Yên Định- Tỉnh Thanh Hóa),Xã Cao Ngọc (Huyện Ngọc Lặc- Tỉnh Thanh Hóa),Xã Thọ Thanh (Huyện Thường Xuân- Tỉnh Thanh Hóa),Xã Châu Nga (Huyện Quỳ Châu- Tỉnh Nghệ An),Xã Châu Thái (Huyện Quỳ Hợp- Tỉnh Nghệ An),157000,5giờ11phút
29H-29689#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Trường Thịnh (Huyện Ứng Hòa- Thành phố Hà Nội),Xã Đại Cương (Huyện Kim Bảng- Tỉnh Hà Nam),Xã Công Lý (Huyện Lý Nhân- Tỉnh Hà Nam),Xã Trung Lương (Huyện Bình Lục- Tỉnh Hà Nam),Xã Ninh Giang (Huyện Hoa Lư- Tỉnh Ninh Bình),Phường Vân Giang (Thành phố Ninh Bình- Tỉnh Ninh Bình),Xã Gia Phong (Huyện Gia Viễn- Tỉnh Ninh Bình),Xã Thạch Long (Huyện Thạch Thành- Tỉnh Thanh Hóa),Xã Định Bình (Huyện Yên Định- Tỉnh Thanh Hóa),Xã Đông Thịnh (Huyện Đông Sơn- Tỉnh Thanh Hóa),Xã Quảng Chính (Huyện Quảng Xương- Tỉnh Thanh Hóa),Phường Xuân Lâm (Thị xã Nghi Sơn- Tỉnh Thanh Hóa),Xã Quỳnh Tân (Huyện Quỳnh Lưu- Tỉnh Nghệ An),Xã Diễn Hồng (Huyện Diễn Châu- Tỉnh Nghệ An),Xã Bắc Thành (Huyện Yên Thành- Tỉnh Nghệ An),Xã Đại Sơn (Huyện Đô Lương- Tỉnh Nghệ An),Xã Nghi Quang (Huyện Nghi Lộc- Tỉnh Nghệ An),173000,5giờ41phút
29I-50020#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Ngọc Hòa (Huyện Chương Mỹ- Thành phố Hà Nội),Xã Hồng Dương (Huyện Thanh Oai- Thành phố Hà Nội),Xã Đại Xuyên (Huyện Phú Xuyên- Thành phố Hà Nội),Xã Nguyên Lý (Huyện Lý Nhân- Tỉnh Hà Nam),Xã An Ninh (Huyện Bình Lục- Tỉnh Hà Nam),Xã Thanh Tâm (Huyện Thanh Liêm- Tỉnh Hà Nam),Phường Tân Thành (Thành phố Ninh Bình- Tỉnh Ninh Bình),Xã Khánh Cư (Huyện Yên Khánh- Tỉnh Ninh Bình),Xã Lai Thành (Huyện Kim Sơn- Tỉnh Ninh Bình),Xã Nga Thanh (Huyện Nga Sơn- Tỉnh Thanh Hóa),Xã Hà Lai (Huyện Hà Trung- Tỉnh Thanh Hóa),Xã Vĩnh Hùng (Huyện Vĩnh Lộc- Tỉnh Thanh Hóa),Xã Xuân Lập (Huyện Thọ Xuân- Tỉnh Thanh Hóa),Xã Thọ Thanh (Huyện Thường Xuân- Tỉnh Thanh Hóa),Xã Xuân Hòa (Huyện Như Xuân- Tỉnh Thanh Hóa),Xã Nghĩa Đức (Huyện Nghĩa Đàn- Tỉnh Nghệ An),Xã Nam Sơn (Huyện Đô Lương- Tỉnh Nghệ An),162000,6giờ11phút
29C-94211#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Ngũ Hiệp (Huyện Thanh Trì- Thành phố Hà Nội),Xã Nguyễn Trãi (Huyện Thường Tín- Thành phố Hà Nội),Xã Hoàng Long (Huyện Phú Xuyên- Thành phố Hà Nội),Xã Đồng Hóa (Huyện Kim Bảng- Tỉnh Hà Nam),Xã Tiên Hải (Thành phố Phủ Lý- Tỉnh Hà Nam),Phường Ninh Khánh (Thành phố Ninh Bình- Tỉnh Ninh Bình),Xã Gia Phong (Huyện Gia Viễn- Tỉnh Ninh Bình),Xã Thành Công (Huyện Thạch Thành- Tỉnh Thanh Hóa),Thị trấn Vĩnh Lộc (Huyện Vĩnh Lộc- Tỉnh Thanh Hóa),Xã Thiệu Thành (Huyện Thiệu Hóa- Tỉnh Thanh Hóa),Xã Đông Ninh (Huyện Đông Sơn- Tỉnh Thanh Hóa),Xã Tân Khang (Huyện Nông Cống- Tỉnh Thanh Hóa),Xã Trường Trung (Huyện Nông Cống- Tỉnh Thanh Hóa),Phường Tân Dân (Thị xã Nghi Sơn- Tỉnh Thanh Hóa),Xã Tùng Lâm (Thị xã Nghi Sơn- Tỉnh Thanh Hóa),Thị trấn Nghĩa Đàn (Huyện Nghĩa Đàn- Tỉnh Nghệ An),Xã Nghĩa Đồng (Huyện Tân Kỳ- Tỉnh Nghệ An),155000,5giờ35phút
29D-99159#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Cổ Đô (Huyện Ba Vì- Thành phố Hà Nội),Xã Xuân Sơn (Thị xã Sơn Tây- Thành phố Hà Nội),Xã Tân Xã (Huyện Thạch Thất- Thành phố Hà Nội),Xã Tân Tiến (Huyện Chương Mỹ- Thành phố Hà Nội),Xã Hồng Sơn (Huyện Mỹ Đức- Thành phố Hà Nội),Xã Đốc Tín (Huyện Mỹ Đức- Thành phố Hà Nội),Phường Lê Hồng Phong (Thành phố Phủ Lý- Tỉnh Hà Nam),Xã Thành Công (Huyện Thạch Thành- Tỉnh Thanh Hóa),Xã Vĩnh Hòa (Huyện Vĩnh Lộc- Tỉnh Thanh Hóa),Xã Hà Lĩnh (Huyện Hà Trung- Tỉnh Thanh Hóa),Xã Thiệu Giao (Huyện Thiệu Hóa- Tỉnh Thanh Hóa),Xã Quảng Hòa (Huyện Quảng Xương- Tỉnh Thanh Hóa),Phường Hải Ninh (Thị xã Nghi Sơn- Tỉnh Thanh Hóa),Phường Trúc Lâm (Thị xã Nghi Sơn- Tỉnh Thanh Hóa),Xã Quỳnh Hoa (Huyện Quỳnh Lưu- Tỉnh Nghệ An),Xã Diễn Phong (Huyện Diễn Châu- Tỉnh Nghệ An),Xã Nhân Thành (Huyện Yên Thành- Tỉnh Nghệ An),203000,6giờ56phút
29C-35246#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Nam Phương Tiến (Huyện Chương Mỹ- Thành phố Hà Nội),Xã An Mỹ (Huyện Mỹ Đức- Thành phố Hà Nội),Xã Đại Hưng (Huyện Mỹ Đức- Thành phố Hà Nội),Xã Thụy Lôi (Huyện Kim Bảng- Tỉnh Hà Nam),Phường Nam Bình (Thành phố Ninh Bình- Tỉnh Ninh Bình),Phường Ninh Khánh (Thành phố Ninh Bình- Tỉnh Ninh Bình),Xã Gia Phong (Huyện Gia Viễn- Tỉnh Ninh Bình),Xã Cúc Phương (Huyện Nho Quan- Tỉnh Ninh Bình),Xã Cẩm Ngọc (Huyện Cẩm Thủy- Tỉnh Thanh Hóa),Xã Cẩm Liên (Huyện Cẩm Thủy- Tỉnh Thanh Hóa),Xã Cẩm Bình (Huyện Cẩm Thủy- Tỉnh Thanh Hóa),Xã Minh Sơn (Huyện Ngọc Lặc- Tỉnh Thanh Hóa),Xã Thọ Thanh (Huyện Thường Xuân- Tỉnh Thanh Hóa),Xã Cát Vân (Huyện Như Xuân- Tỉnh Thanh Hóa),Xã Nghĩa Sơn (Huyện Nghĩa Đàn- Tỉnh Nghệ An),Xã Tam Hợp (Huyện Quỳ Hợp- Tỉnh Nghệ An),Xã Tân An (Huyện Tân Kỳ- Tỉnh Nghệ An),161000,5giờ7phút
29I-07865#Thành phố Hà Nội:Tỉnh Nghệ An#,Xã Chương Dương (Huyện Thường Tín- Thành phố Hà Nội),Xã Nam Triều (Huyện Phú Xuyên- Thành phố Hà Nội),Phường Duy Hải (Thị xã Duy Tiên- Tỉnh Hà Nam),Xã Thanh Sơn (Huyện Kim Bảng- Tỉnh Hà Nam),Xã Khánh Thành (Huyện Yên Khánh- Tỉnh Ninh Bình),Thị trấn Phát Diệm (Huyện Kim Sơn- Tỉnh Ninh Bình),Xã Nga Thái (Huyện Nga Sơn- Tỉnh Thanh Hóa),Xã Nga Văn (Huyện Nga Sơn- Tỉnh Thanh Hóa),Xã Hà Giang (Huyện Hà Trung- Tỉnh Thanh Hóa),Xã Thành Hưng (Huyện Thạch Thành- Tỉnh Thanh Hóa),Thị trấn Yên Lâm (Huyện Yên Định- Tỉnh Thanh Hóa),Xã Minh Tiến (Huyện Ngọc Lặc- Tỉnh Thanh Hóa),Xã Xuân Cao (Huyện Thường Xuân- Tỉnh Thanh Hóa),Xã Thanh Hòa (Huyện Như Xuân- Tỉnh Thanh Hóa),Phường Quang Tiến (Thị xã Thái Hoà- Tỉnh Nghệ An),Xã Nghĩa Dũng (Huyện Tân Kỳ- Tỉnh Nghệ An),Xã Đặng Sơn (Huyện Đô Lương- Tỉnh Nghệ An),174000,5giờ50phút
